Acido fijo; Acido volatil;Acido citrico;azucar residual;Cloruros;Libre dioxido de azufre;dioxido de sulfuro total ;densidad;pH;sulfatos;alcohol;Calidad
65;25;35;12;55;47;179;998;358;47;10;5
61;36;58;15;44;42;115;9978;315;51;9;5
64;26;43;126;33;64;230;9974;308;38;89;5
59;29;33;74;37;58;205;99495;326;41;96;5
62;28;43;13;39;64;233;99745;308;38;89;5
61;27;44;67;41;61;230;99505;312;4;89;5
64;43;32;14;48;10;67;992;308;41;114;5
61;36;58;15;44;42;115;9978;315;51;9;5
62;34;28;75;34;40;197;99485;314;6;97;5
82;345;1;182;47;55;205;99965;296;43;96;5
85;16;35;16;39;24;147;9935;296;36;10;5
73;25;39;64;34;8;84;9942;318;46;115;5
82;23;37;13;42;39;117;9928;299;36;10;5
83;23;43;32;35;14;101;9928;315;36;115;5
65;14;33;76;5;53;189;9966;325;49;86;5
6;2;71;16;15;10;54;9927;312;47;98;5
69;19;33;16;43;63;149;9925;344;52;108;5
69;19;33;16;43;63;149;9925;344;52;108;5
65;25;27;152;49;75;217;9972;319;39;99;5
6;26;34;13;46;6;29;9924;329;63;104;5
51;52;6;27;52;30;79;9932;332;43;93;5
61;16;27;126;64;63;162;9994;366;43;89;5
76;39;22;28;36;19;113;9926;303;29;102;5
75;17;37;15;6;18;75;9936;354;88;107;5
71;47;24;6;44;11;77;9956;321;56;97;5
75;17;34;14;35;13;102;9918;305;74;11;5
77;275;3;1;39;19;75;992;301;56;107;5
75;33;48;1945;48;55;243;1;295;4;88;5
73;15;4;2;5;24;92;9932;314;45;105;5
65;19;1;13;46;23;107;9937;329;45;10;5
7;31;52;17;29;5;61;9918;307;43;104;5
73;24;34;75;48;29;152;9962;31;54;9;5
76;29;42;13;35;18;86;9908;299;39;113;5
7;31;52;17;29;5;61;9918;307;43;104;5
86;26;41;22;49;29;111;9941;296;44;10;5
72;51;24;10;93;35;197;9981;341;47;9;5
83;22;38;148;54;32;126;1;322;5;97;5
83;22;38;148;54;32;126;1;322;5;97;5
77;34;3;8;48;25;192;9951;297;47;109;5
78;26;44;13;37;43;132;9944;318;65;10;5
73;31;69;102;41;58;160;9977;306;45;86;5
74;24;31;84;45;52;183;9963;309;32;88;5
63;16;4;16;33;59;148;9914;344;53;114;5
79;29;39;67;36;6;117;9938;312;42;107;5
73;31;69;102;41;58;160;9977;306;45;86;5
74;18;4;16;47;22;102;9937;328;44;107;5
59;415;13;14;4;11;64;9922;329;52;105;5
81;45;34;83;37;33;216;9976;331;64;97;5
58;415;13;14;4;11;64;9922;329;52;105;5
64;5;16;129;42;26;138;9974;328;33;9;5
98;36;45;16;42;11;124;9944;293;46;108;5
96;23;4;15;44;19;135;9937;296;49;109;5
68;39;31;1435;43;28;162;9988;317;54;91;5
87;22;42;23;53;27;114;994;299;43;10;5
74;41;34;47;42;19;127;9953;325;42;104;5
9;31;49;69;34;26;91;9937;299;34;115;5
93;34;49;73;52;30;146;998;317;61;102;5
72;24;3;16;48;27;131;9933;325;45;105;5
72;25;32;15;47;27;132;9933;326;44;105;5
68;32;18;75;41;71;223;9959;314;41;89;5
91;27;32;11;31;15;151;9936;303;41;106;5
69;32;17;76;42;69;219;9959;313;4;89;5
68;32;18;75;41;71;223;9959;314;41;89;5
6;24;32;63;3;34;129;9946;352;41;104;5
72;2;38;1;37;21;74;9918;321;37;11;5
82;61;45;54;3;15;118;9954;314;34;96;5
74;22;33;2;45;31;101;9931;342;55;114;5
64;25;41;86;42;57;173;9965;3;44;91;5
82;61;45;54;3;15;118;9954;314;34;96;5
74;22;33;2;45;31;101;9931;342;55;114;5
65;41;64;118;65;65;225;9978;312;51;89;5
75;32;37;12;48;22;184;9938;309;43;93;5
76;26;47;16;68;5;55;9944;31;45;96;5
64;3;38;78;46;35;192;9955;31;37;9;5
64;3;38;78;46;35;192;9955;31;37;9;5
73;27;39;67;64;28;188;9958;329;3;97;5
8;28;42;71;45;41;169;9959;317;43;106;5
8;28;42;71;45;41;169;9959;317;43;106;5
69;18;38;65;39;20;110;9943;31;42;105;5
78;32;31;17;36;46;195;993;303;48;105;5
73;24;39;36;24;35;116;9928;317;51;109;5
103;25;48;22;42;28;164;998;319;59;97;5
64;26;22;51;37;23;131;9944;329;32;101;5
84;57;44;107;51;46;195;9981;315;51;104;5
57;245;33;11;49;28;150;9927;313;42;93;5
72;14;35;12;36;15;73;9938;346;39;99;5
81;5;47;11;37;23;126;9938;321;42;109;5
81;5;47;11;37;23;126;9938;321;42;109;5
74;31;74;107;39;51;147;9977;302;43;87;5
78;23;28;475;42;45;166;9928;296;4;115;5
69;2;4;77;32;51;176;9939;322;27;114;5
8;59;71;1735;38;61;228;1;295;75;93;5
96;25;54;13;4;16;160;9938;294;43;105;5
92;32;42;13;46;14;186;9949;308;48;96;5
7;15;34;14;39;21;177;9927;332;62;108;5
64;25;53;66;38;59;234;9955;303;42;88;5
62;2;26;17;93;40;161;9924;344;66;11;5
67;18;3;64;48;40;251;9956;329;52;10;5
67;18;3;64;48;40;251;9956;329;52;10;5
76;54;23;2;29;13;151;9931;304;33;104;5
67;18;3;64;48;40;251;9956;329;52;10;5
78;13;3;18;4;43;179;9955;343;41;9;5
76;19;41;11;4;38;143;9907;292;42;114;5
76;19;41;11;4;38;143;9907;292;42;114;5
76;27;24;38;58;19;115;9958;315;45;89;5
74;64;47;1415;168;42;185;9984;29;49;93;5
9;31;48;66;43;11;73;9938;29;38;116;5
59;415;2;8;38;22;63;9932;336;36;93;5
69;35;74;1;44;18;132;992;313;55;102;5
53;165;24;11;51;25;105;9925;332;47;91;5
74;25;49;11;42;35;156;9917;313;55;113;5
61;22;49;15;51;18;87;9928;33;46;96;5
61;22;49;15;51;18;87;9928;33;46;96;5
74;25;49;11;42;35;156;9917;313;55;113;5
69;23;24;142;53;19;94;9982;317;5;96;5
61;25;49;76;52;67;226;9956;316;47;89;5
72;26;74;136;5;56;162;998;303;44;88;5
72;31;24;14;57;17;117;9928;316;35;105;5
72;4;49;11;48;11;138;9929;301;42;93;5
7;2;74;8;44;19;163;9931;346;53;102;5
65;24;24;16;46;15;60;9928;319;39;98;5
72;4;49;11;48;11;138;9929;301;42;93;5
78;21;49;135;52;6;48;9911;315;28;114;5
71;85;49;87;28;40;184;9962;322;36;107;5
79;16;74;1785;37;52;187;9998;299;41;93;5
75;2;49;13;31;8;97;9918;306;62;111;5
8;3;49;94;46;47;188;9964;314;48;10;5
67;62;24;11;39;6;62;9934;341;32;104;5
83;2;49;17;4;34;169;9938;305;37;101;5
79;2;49;16;53;15;144;993;316;47;105;5
8;18;49;18;61;10;145;9942;323;48;10;5
83;2;49;17;4;34;169;9938;305;37;101;5
69;21;49;14;41;15;164;9927;325;63;11;5
72;27;74;125;37;47;156;9981;304;44;87;5
72;27;74;125;37;47;156;9981;304;44;87;5
89;13;49;1;28;6;24;9926;291;32;99;5
89;13;49;1;28;6;24;9926;291;32;99;5
91;28;49;2;59;10;112;9958;315;46;101;5
91;28;49;2;59;10;112;9958;315;46;101;5
75;19;49;18;55;19;110;9946;333;44;99;5
67;3;74;5;38;35;157;9945;321;46;99;5
66;3;74;46;41;36;159;9946;321;45;99;5
78;26;49;31;45;21;116;9931;316;35;103;5
64;18;74;119;46;54;168;9978;358;68;101;5
64;18;74;119;46;54;168;9978;358;68;101;5
73;3;74;135;39;46;165;9982;302;4;87;5
93;31;49;13;42;34;147;9948;311;46;98;5
73;3;74;135;39;46;165;9982;302;4;87;5
66;55;1;27;34;56;122;9906;315;3;119;5
56;39;24;47;34;27;77;9906;328;36;127;5
8;29;49;117;35;40;131;9958;314;34;108;5
69;25;24;18;53;6;121;993;323;7;114;5
78;49;49;7;43;29;149;9952;321;33;10;5
79;22;49;38;42;26;105;993;31;39;105;5
78;49;49;7;43;29;149;9952;321;33;10;5
71;3;49;16;45;31;100;9942;34;59;102;5
66;46;49;74;52;19;184;9956;311;38;9;5
78;28;49;13;46;27;142;9936;309;59;102;5
66;31;49;77;5;52;220;9964;312;45;88;5
66;325;49;77;49;53;217;996;316;4;93;5
78;445;56;1;4;8;84;9938;325;43;108;5
66;26;31;48;138;41;168;9951;32;38;93;5
66;27;31;53;137;35;163;9951;32;38;93;5
62;27;32;88;47;65;224;9961;317;47;89;5
64;35;2;57;34;18;117;9944;333;43;101;5
74;26;37;94;47;42;147;9982;346;72;10;5
67;265;22;86;48;54;198;9955;325;41;102;5
79;29;36;111;33;43;208;9969;314;46;103;5
67;33;42;64;58;27;151;9954;316;44;96;5
67;31;42;64;57;25;148;9955;316;45;96;5
68;26;29;1695;56;48;179;9998;345;4;96;5
68;22;3;136;55;50;180;9984;344;39;98;5
81;31;24;16;32;10;67;9924;308;47;105;5
7;2;3;61;37;31;120;9939;324;51;108;5
66;545;4;25;31;48;111;9906;314;32;119;5
61;22;23;31;52;15;104;9948;314;42;87;5
75;15;38;18;54;19;101;9946;324;44;10;5
66;22;58;11;133;52;136;9932;31;3;91;5
61;34;31;12;53;46;238;9977;316;48;86;5
75;22;29;48;5;33;87;994;314;42;99;5
8;27;24;12;44;20;102;9929;328;42;109;5
67;27;25;8;53;54;202;9961;322;43;93;5
69;29;23;86;56;56;215;9967;317;44;88;5
96;21;28;12;38;12;53;9926;28;46;106;5
66;62;2;87;46;81;224;99605;317;44;93;5
67;27;25;8;53;54;202;9961;322;43;93;5
69;29;23;86;56;56;215;9967;317;44;88;5
66;32;26;77;54;56;209;9961;317;45;88;5
74;32;22;17;51;50;179;9955;328;69;89;5
66;37;7;14;48;58;144;9922;317;38;10;5
66;25;35;14;69;42;163;999;356;47;98;5
84;17;31;54;52;47;150;9953;324;38;98;5
82;36;29;76;35;37;122;9939;316;34;12;5
94;16;3;14;42;26;176;9954;315;46;91;5
64;33;24;16;54;25;117;9943;336;5;93;5
74;35;31;1795;62;42;187;1;327;64;91;5
71;37;32;14;37;27;126;9918;319;62;12;5
74;29;31;17;35;23;110;9926;307;38;109;5
65;32;12;115;33;35;165;9974;322;32;9;5
71;32;4;15;34;13;84;9944;342;6;104;5
65;32;12;115;33;35;165;9974;322;32;9;5
8;55;42;126;211;37;213;9988;299;56;93;5
69;18;33;1;54;24;164;9926;342;51;105;5
74;44;2;115;49;44;157;998;327;44;9;5
76;26;58;79;41;62;180;9966;307;38;9;5
74;44;2;115;49;44;157;998;327;44;9;5
83;27;39;24;58;16;107;9955;328;59;103;5
89;34;34;16;56;13;176;9946;314;47;97;5
89;33;34;14;56;14;171;9946;313;47;97;5
58;33;2;1605;47;26;166;9976;309;46;89;5
58;33;2;1605;47;26;166;9976;309;46;89;5
79;29;31;735;34;37;154;9938;306;31;108;5
64;22;32;79;29;34;124;9948;34;39;102;5
7;53;2;1;36;39;107;993;32;32;9;5
73;24;41;136;5;41;178;9988;337;43;97;5
72;24;4;1785;49;50;185;1;334;42;96;5
76;15;4;13;36;24;112;9932;314;76;10;5
76;33;41;137;45;44;197;9989;318;64;91;5
68;24;31;183;46;40;142;1;33;41;87;5
68;24;31;183;46;40;142;1;33;41;87;5
74;21;3;79;39;14;118;9942;296;34;104;5
78;34;27;12;4;25;106;9932;301;55;104;5
6;28;35;19;37;16;120;9933;316;69;106;5
76;13;34;93;62;40;126;9966;321;39;96;5
76;13;34;93;62;40;126;9966;321;39;96;5
82;37;27;17;28;10;59;9923;297;48;104;5
71;25;28;16;52;46;169;9926;305;41;105;5
88;34;33;97;36;46;172;9966;308;4;102;5
88;34;33;97;36;46;172;9966;308;4;102;5
72;16;35;12;31;27;84;9928;333;34;99;5
68;31;32;76;52;35;143;9959;314;38;9;5
83;36;57;15;52;35;256;1;293;64;86;5
68;31;32;76;52;35;143;9959;314;38;9;5
83;36;57;15;52;35;256;1;293;64;86;5
6;45;42;11;51;61;197;9932;302;4;9;5
57;45;42;11;51;61;197;9932;302;4;9;5
67;31;44;67;54;29;160;9952;304;44;96;5
8;25;13;172;36;49;219;9996;296;46;97;5
8;25;13;172;36;49;219;9996;296;46;97;5
64;29;28;111;63;66;169;9973;289;57;9;5
72;15;33;11;27;16;63;9937;337;4;99;5
85;17;31;1;24;13;91;993;279;37;101;5
85;17;31;1;24;13;91;993;279;37;101;5
82;21;48;14;41;11;99;9958;317;57;99;5
68;31;42;69;46;50;173;9958;319;46;9;5
68;28;37;7;57;35;208;9973;357;55;102;5
81;22;28;77;43;57;176;9954;312;55;10;5
7;12;28;63;57;17;103;9957;35;44;96;5
68;31;9;14;4;56;145;9922;319;46;10;5
67;31;8;13;38;58;147;9922;318;46;10;5
72;15;39;18;43;21;159;9948;352;47;10;5
72;15;39;18;43;21;159;9948;352;47;10;5
68;18;46;14;64;37;160;9924;337;45;111;5
9;55;3;81;26;14;71;993;294;36;118;5
9;55;3;81;26;14;71;993;294;36;118;5
75;3;71;13;16;44;149;9948;308;42;89;5
64;26;4;17;179;5;60;9925;309;54;101;5
69;32;15;81;46;51;180;9958;313;45;89;5
76;29;26;65;42;32;160;9944;314;47;107;5
72;23;33;127;49;50;183;9987;341;4;98;5
79;35;36;16;38;11;124;9928;325;48;11;5
88;2;28;11;18;18;72;9926;297;35;104;5
76;29;26;65;42;32;160;9944;314;47;107;5
55;14;27;46;29;22;104;9949;334;44;9;5
87;24;35;6;42;11;71;9926;308;38;106;5
55;14;27;46;29;22;104;9949;334;44;9;5
87;24;35;6;42;11;71;9926;308;38;106;5
83;33;43;92;46;22;126;9982;338;47;93;5
68;34;44;66;52;28;156;9955;314;41;96;5
68;21;27;1815;42;41;146;1;33;36;87;5
68;21;27;1815;42;41;146;1;33;36;87;5
86;485;29;41;26;19;101;9918;301;38;124;5
86;485;29;41;26;19;101;9918;301;38;124;5
68;21;27;1815;42;41;146;1;33;36;87;5
73;29;37;83;44;45;227;9966;312;47;9;5
57;46;46;14;4;31;169;9932;313;47;88;5
69;17;25;16;47;34;132;9914;316;48;114;5
76;18;36;24;49;38;123;996;36;46;103;5
78;27;28;18;5;21;127;9934;315;44;99;5
77;28;29;43;51;25;142;9939;316;39;102;5
76;29;29;44;51;26;146;9939;316;39;102;5
66;27;29;53;45;57;189;9953;331;79;98;5
76;18;36;24;49;38;123;996;36;46;103;5
68;36;32;16;39;10;124;9948;33;67;96;5
68;36;32;16;39;10;124;9948;33;67;96;5
75;42;14;107;46;18;95;9959;322;33;107;5
94;3;32;107;29;14;111;9958;285;42;106;5
84;28;4;89;48;33;146;9988;34;46;93;5
68;32;34;6;5;5;129;9953;319;4;91;5
6;16;3;67;43;43;153;9951;363;46;106;5
62;34;3;111;47;28;237;9981;318;49;87;5
6;27;15;15;56;35;128;9936;312;45;88;5
6;16;3;67;43;43;153;9951;363;46;106;5
68;32;34;6;5;5;129;9953;319;4;91;5
65;22;25;171;5;44;138;1;33;37;88;5
65;22;25;171;5;44;138;1;33;37;88;5
65;22;25;171;5;44;138;1;33;37;88;5
57;33;15;19;5;20;93;9934;338;62;99;5
65;22;25;171;5;44;138;1;33;37;88;5
77;26;32;12;4;26;117;993;321;56;108;5
68;25;27;107;76;47;154;9967;305;38;9;5
69;26;33;126;51;59;173;998;339;38;99;5
68;25;27;107;76;47;154;9967;305;38;9;5
6;28;22;1215;48;42;163;9957;32;46;101;5
65;43;28;12;56;23;174;9986;331;55;93;5
68;28;39;14;36;15;115;9918;327;72;117;5
7;35;24;19;4;21;144;9923;335;38;11;5
72;16;26;71;54;41;224;9966;338;55;101;5
72;16;26;71;54;41;224;9966;338;55;101;5
55;24;32;87;6;19;102;994;327;31;104;5
77;28;35;153;56;31;117;9998;327;5;96;5
77;28;35;153;56;31;117;9998;327;5;96;5
75;26;52;132;47;64;179;9982;31;46;9;5
64;29;2;156;4;20;142;9962;31;54;106;5
77;28;35;153;56;31;117;9998;327;5;96;5
78;29;33;875;35;33;181;9962;311;46;107;5
84;22;28;188;28;55;130;998;296;35;116;5
66;32;27;109;41;37;146;9963;324;47;10;5
92;23;35;107;37;34;145;9981;309;32;97;5
71;26;19;82;51;53;187;996;316;52;97;5
64;24;23;73;69;31;157;9962;325;53;91;5
71;26;19;82;51;53;187;996;316;52;97;5
78;24;38;21;58;14;167;994;321;55;99;5
76;27;33;2;59;19;175;9944;322;56;99;5
77;39;34;10;56;35;178;9974;326;6;102;5
71;26;3;2;31;13;128;9917;319;49;114;5
71;26;3;2;31;13;128;9917;319;49;114;5
78;3;37;13;51;16;96;9941;332;62;10;5
77;28;58;121;46;60;177;9983;308;46;89;5
77;27;61;12;46;64;179;9982;307;46;89;5
65;39;35;16;49;10;164;99516;335;51;97;5
72;23;38;61;67;20;90;99496;317;79;97;5
72;29;18;82;42;41;180;99644;316;49;91;5
61;23;45;106;94;49;169;99699;305;54;88;5
67;23;42;112;47;52;171;99758;354;74;104;5
7;36;14;116;43;35;228;9977;313;51;89;5
63;27;18;77;48;45;186;9962;323;47;9;5
63;27;18;77;48;45;186;9962;323;47;9;5
71;14;35;14;39;24;128;99212;297;68;104;5
76;48;28;104;49;57;205;99748;324;45;93;5
76;48;28;104;49;57;205;99748;324;45;93;5
69;3;21;157;56;49;159;99827;311;48;9;5
69;3;21;157;56;49;159;99827;311;48;9;5
94;42;32;65;27;20;167;99479;308;43;106;5
61;46;32;62;53;10;94;99537;335;47;101;5
71;4;52;13;148;45;149;99468;308;56;87;5
6;26;18;7;55;50;194;99591;321;43;9;5
69;44;18;118;51;26;126;9975;323;48;91;5
56;295;2;22;49;18;134;99378;321;68;10;5
94;28;3;16;45;36;139;99534;311;49;93;5
94;28;3;16;45;36;139;99534;311;49;93;5
75;24;62;106;45;51;153;99779;316;44;88;5
46;445;0;14;53;11;178;99426;379;55;102;5
69;35;55;1195;38;22;111;99687;311;29;97;5
69;35;55;1195;38;22;111;99687;311;29;97;5
76;3;4;22;54;29;175;99445;319;53;98;5
75;3;32;14;32;31;161;99154;295;42;105;5
83;27;34;102;48;50;118;99716;318;51;103;5
72;34;3;84;51;40;167;99756;348;62;97;5
72;34;3;84;51;40;167;99756;348;62;97;5
67;17;27;14;32;39;149;99254;34;52;105;5
79;31;22;133;48;46;212;99942;347;59;10;5
89;21;37;12;28;20;93;99244;32;37;115;5
6;495;27;5;157;17;129;99396;303;36;93;5
82;25;46;375;5;14;102;99524;328;58;97;5
67;24;26;126;53;44;182;99802;342;42;97;5
76;32;35;16;92;24;138;99438;319;44;98;5
74;33;44;76;5;40;227;99679;312;52;9;5
76;2;68;129;42;56;160;99841;305;41;87;5
63;695;55;129;56;58;252;99806;329;49;87;5
7;27;29;39;59;28;199;9961;354;59;103;5
98;16;46;18;46;23;130;99587;304;67;96;5
75;705;1;13;44;44;214;99741;31;5;91;5
82;24;3;23;5;23;106;99397;298;5;10;5
73;815;9;114;44;45;204;99713;315;46;9;5
63;29;14;705;45;50;177;99564;323;42;9;5
68;46;26;63;147;49;159;99434;314;47;10;5
66;32;33;25;52;40;2195;99316;315;6;10;5
66;34;34;26;51;405;210;99314;315;61;10;5
66;32;33;25;52;40;210;99316;315;6;10;5
71;29;3;16;36;58;201;99954;33;67;9;5
6;26;15;12;53;35;124;99347;308;46;88;5
75;28;78;121;41;53;161;99838;298;44;87;5
75;27;79;1195;4;51;159;99839;298;44;87;5
74;56;9;15;71;19;117;99496;322;53;98;5
68;32;3;1;49;22;113;99289;324;61;102;5
64;3;16;75;5;55;191;9959;317;49;9;5
67;24;32;103;79;37;122;99662;302;45;88;5
63;18;22;15;43;45;155;99238;319;48;102;5
86;23;25;113;31;13;96;99645;311;4;108;5
68;21;36;181;46;32;133;1;327;48;88;5
68;21;36;181;46;32;133;1;327;48;88;5
68;21;36;181;46;32;133;1;327;48;88;5
64;31;4;64;39;39;191;99513;314;52;98;5
8;27;57;104;53;18;134;99732;312;68;9;5
69;34;36;14;32;13;145;99214;307;52;98;5
75;41;23;148;54;28;174;99898;318;49;97;5
82;2;38;35;53;41;174;99306;322;41;116;5
75;41;23;148;54;28;174;99898;318;49;97;5
66;42;13;128;44;26;158;99772;324;47;9;5
64;22;3;112;46;53;149;99479;321;34;108;5
62;27;18;15;28;20;111;99228;341;5;10;5
9;29;34;121;3;34;177;99706;313;47;106;5
89;27;34;107;29;195;166;99669;313;48;106;5
67;5;38;75;46;26;175;99662;332;54;96;5
75;2;47;169;52;51;188;99944;309;62;93;5
76;23;64;129;33;54;170;998;3;53;88;5
69;28;22;10;52;36;131;99696;308;46;96;5
73;37;16;149;48;59;240;99902;313;45;89;5
66;24;28;18;28;39;132;99182;334;46;114;5
66;24;28;18;28;39;132;99182;334;46;114;5
7;14;28;13;26;10;56;99352;346;45;99;5
63;34;36;49;35;31;185;9946;315;49;97;5
68;26;24;19;43;70;154;99273;318;52;105;5
67;25;36;86;37;63;206;99553;318;5;96;5
77;3;26;1895;53;36;174;99976;32;5;104;5
73;32;29;15;38;32;144;99296;32;55;108;5
63;21;29;117;48;49;147;99482;322;38;108;5
82;52;34;12;42;18;167;99366;324;39;106;5
78;28;31;21;46;28;208;99434;323;64;98;5
78;28;31;21;46;28;208;99434;323;64;98;5
615;21;37;32;21;20;80;99076;339;47;12;5
65;28;28;204;41;40;144;1;314;38;87;5
615;21;37;32;21;20;80;99076;339;47;12;5
45;19;21;95;33;89;159;99332;334;42;8;5
58;6;0;13;44;72;197;99202;356;43;109;5
68;44;2;16;65;61;186;99884;313;45;86;5
72;24;27;114;34;40;174;99773;32;44;9;5
72;24;27;114;34;40;174;99773;32;44;9;5
61;15;35;158;42;55;158;99642;324;37;106;5
76;23;4;52;66;14;91;99488;317;8;97;5
81;33;22;52;47;24;151;99527;322;47;103;5
58;15;28;8;37;43;127;99198;324;51;93;5
64;68;26;34;69;25;146;99347;318;4;93;5
64;28;27;11;42;45;148;99786;314;46;87;5
68;19;23;51;34;71;204;9942;323;69;101;5
83;4;41;82;5;15;122;9979;339;49;93;5
68;26;4;75;46;45;179;99583;32;49;93;5
71;31;17;1;42;21;144;99304;313;4;96;5
71;31;17;1;42;21;144;99304;313;4;96;5
7;18;37;15;43;16;104;99216;318;5;108;5
65;23;36;163;38;43;133;99924;326;41;88;5
65;23;36;163;38;43;133;99924;326;41;88;5
65;23;36;163;38;43;133;99924;326;41;88;5
65;23;36;163;38;43;133;99924;326;41;88;5
78;25;34;137;44;66;184;99976;322;75;89;5
78;25;34;137;44;66;184;99976;322;75;89;5
56;2;22;13;49;25;155;99296;374;43;10;5
64;21;44;74;45;47;182;9957;324;46;91;5
78;25;34;137;44;66;184;99976;322;75;89;5
82;37;64;139;43;22;171;99873;299;8;93;5
69;23;32;164;45;62;153;9972;322;42;105;5
79;51;36;62;51;30;173;9984;309;53;97;5
79;51;34;26;49;13;135;99335;309;51;10;5
69;615;42;12;67;24;131;99727;319;34;93;5
69;615;42;12;67;24;131;99727;319;34;93;5
59;17;28;7;27;5;28;98985;313;32;106;5
6;26;15;13;6;51;154;99354;314;51;87;5
73;32;35;14;5;8;163;99244;324;42;107;5
73;32;35;14;5;8;163;99244;324;42;107;5
67;2;37;165;25;42;103;99022;311;45;114;5
62;235;34;19;36;4;117;99032;34;44;122;5
64;24;25;202;83;35;157;99976;317;5;91;5
64;24;25;202;83;35;157;99976;317;5;91;5
75;17;71;118;38;52;148;99801;303;46;89;5
75;18;72;96;39;53;151;99802;303;46;89;5
74;3;32;17;3;23;128;9929;317;66;109;5
66;36;24;9;38;15;72;99066;323;39;11;5
72;17;41;16;52;24;126;99228;319;49;108;5
66;4;46;62;56;42;241;9968;35;6;99;5
65;2;24;92;44;25;150;99502;322;44;105;5
71;26;32;162;44;31;170;99644;317;37;112;5
66;22;34;116;5;59;140;99526;322;4;108;5
8;22;31;56;49;24;97;993;31;42;109;5
58;2;34;1;35;40;86;98993;35;42;117;5
66;31;7;15;33;55;144;99208;316;42;10;5
67;24;29;149;53;55;136;99839;303;52;9;5
73;23;34;93;52;19;86;99574;304;56;10;5
79;2;39;1;41;37;154;99093;308;43;119;5
62;23;23;12;18;18;128;99178;305;28;106;5
64;22;31;139;4;57;135;99672;321;38;107;5
65;15;55;59;45;75;162;99482;297;4;93;5
79;25;35;67;39;22;64;99362;293;49;107;5
7;24;3;67;39;37;125;99436;32;39;99;5
66;41;31;16;42;18;101;99195;313;41;105;5
64;2;28;25;32;24;84;99168;331;55;115;5
67;42;46;97;54;67;234;99848;323;5;9;5
64;44;26;2;54;20;180;9952;358;57;10;5
7;31;39;75;55;42;218;99652;337;54;103;5
67;42;46;97;54;67;234;99848;323;5;9;5
86;18;28;8;32;25;78;99104;299;38;111;5
62;21;26;131;5;59;150;99772;331;46;9;5
76;31;26;17;73;40;157;9938;31;46;98;5
66;26;46;69;47;59;183;99594;32;45;93;5
77;18;3;12;46;49;199;99413;303;38;93;5
64;16;32;875;38;38;118;99449;319;41;107;5
77;25;3;78;38;67;196;99555;31;5;101;5
53;21;29;7;28;11;66;99215;33;4;98;5
52;17;27;7;3;11;68;99218;33;41;98;5
77;25;3;78;38;67;196;99555;31;5;101;5
72;3;3;87;22;14;111;99576;311;61;106;5
68;26;46;83;37;49;173;99601;317;47;93;5
6;28;25;18;42;8;108;9929;308;55;9;5
72;2;22;16;44;17;101;99471;337;53;10;5
61;27;25;18;41;9;109;9929;308;54;9;5
6;28;25;18;42;8;108;9929;308;55;9;5
74;35;24;6;42;28;123;99304;314;44;113;5
72;2;22;16;44;17;101;99471;337;53;10;5
58;19;24;13;44;38;128;99362;377;6;106;5
84;31;31;95;21;52;148;99038;293;32;115;5
84;31;31;95;21;52;148;99038;293;32;115;5
73;26;24;17;5;10;112;99286;311;43;99;5
8;74;21;4;5;24;133;99418;306;38;97;5
74;32;22;117;35;44;150;99578;31;45;104;5
67;14;46;16;36;15;92;99264;337;49;109;5
68;29;34;35;54;26;189;99489;342;58;104;5
63;2;37;118;45;58;130;99519;32;35;108;5
77;18;53;12;41;42;167;9908;311;44;119;5
69;28;41;14;16;6;55;98876;316;4;134;5
72;27;37;54;26;27;114;99174;313;84;127;5
62;25;38;79;45;54;208;99572;317;46;91;5
62;25;54;7;46;58;176;99454;319;7;104;5
62;25;54;7;46;58;176;99454;319;7;104;5
62;25;54;7;46;58;176;99454;319;7;104;5
74;21;8;123;38;77;183;99778;295;48;9;5
74;21;8;123;38;77;183;99778;295;48;9;5
67;24;41;29;39;48;122;99052;325;43;12;5
66;25;33;85;42;29;141;99546;328;6;104;5
63;28;3;31;39;24;115;9942;305;43;86;5
62;25;38;79;45;54;208;99572;317;46;91;5
71;28;35;35;28;35;91;99022;296;33;121;5
66;35;34;49;32;9;125;99253;332;81;12;5
62;25;54;7;46;58;176;99454;319;7;104;5
66;78;5;15;45;30;133;99104;325;48;117;5
76;21;49;25;47;20;130;99178;315;48;111;5
76;35;46;147;47;33;151;99709;303;53;103;5
76;23;34;16;43;24;129;99305;312;7;104;5
59;19;37;8;27;3;21;9897;309;31;108;5
76;23;34;16;43;24;129;99305;312;7;104;5
55;18;22;55;37;10;86;99156;346;44;122;5
74;23;38;86;52;41;150;99534;306;46;103;5
76;3;38;21;43;10;98;99296;317;65;11;5
63;35;26;176;61;59;198;99918;311;49;88;5
56;19;27;9;4;52;103;99026;35;39;112;5
55;19;27;9;4;52;103;99026;35;39;112;5
56;41;22;71;5;44;154;9931;33;4;105;5
55;12;33;1;38;23;131;99164;325;45;98;5
66;19;33;18;35;42;148;99196;315;36;102;5
55;12;33;1;38;23;131;99164;325;45;98;5
57;16;32;12;36;7;89;99111;326;48;11;5
68;28;34;75;35;34;177;99692;333;43;91;5
68;25;24;16;45;39;164;99402;353;58;108;5
64;21;34;1605;4;56;142;99678;311;38;106;5
58;33;23;5;53;29;106;99458;313;52;9;5
64;24;32;95;41;23;131;99033;325;35;118;5
72;13;46;13;44;48;111;99127;297;45;111;5
58;33;23;5;53;29;106;99458;313;52;9;5
9;38;53;21;102;19;76;99001;293;57;129;5
